,text,manifesto_id,party,date,title,Class
6767,offenders drinking time offences imprisoned committed,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
14898,effective veto uk ministers exercise various new powers,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
9993,must change liberal democrats government,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
6610,green party ensure uk security defence policies consistent international law including international humanitarian law,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
3124,courts,51320_200106,Labour Party,200106,Ambitions for Britain,3
10697,continue support free media free open internet around world championing free flow information,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
1853,key tapping strengths breaking glass ceiling contained simple hard achieve idea set heart party constitution determination put power wealth opportunity hands many,51320_200106,Labour Party,200106,Ambitions for Britain,3
824,party vision build kind world want live,51421_199705,Liberal Democrats,199705,Make the Difference,4
10824,billion consolidation necessary ensure debt keeps falling share gdp deliver balanced structural current budget meeting new fiscal mandate parliament voted earlier year,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
4756,foster economy open europe wider world accepts people move country country,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
7095,recognise need increase stock social housing set plan,51210_201505,We Ourselves,201505,Equality not austerity Comhionannas ní déine. Sinn Féin 2015 Westminster election manifesto,10
3729,would like young people age voting entitlement,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
8465,introduce climate change bill assembly resist attempt westminster row back carbon emission targets,51340_201505,Social Democratic and Labour Party,201505,Prosperity not austerity. SDLP Westminster Manifesto 2015,6
9968,introduce incentives help everyone invest energy efficiency,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
6917,people hungry real change,51210_201505,We Ourselves,201505,Equality not austerity Comhionannas ní déine. Sinn Féin 2015 Westminster election manifesto,10
15276,ukip allow large companies continue getting away paying zero negligible corporation tax britain bring unfairness end,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
6075,job centre staff encouraged whatever takes get people dole deny money entitled,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
10853,continue sell government stakes bailed banks building societies order deliver value money taxpayers support economy,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
8283,focus job creation projects small medium firms new businesses engaged innovtion,51340_201505,Social Democratic and Labour Party,201505,Prosperity not austerity. SDLP Westminster Manifesto 2015,6
15035,promote new jobs,51903_201505,Democratic Unionist Party,201505,The Northern Ireland Plan,1
13190,end unfair plus pensions relief subsidy higher rate tax payers,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
12832,support measures increase personal allowance,51621_201505,Ulster Unionist Party,201505,"One day, one vote, one chance for change. Westminster Manifesto 2015",8
6862,ending austerity,51210_201505,We Ourselves,201505,Equality not austerity Comhionannas ní déine. Sinn Féin 2015 Westminster election manifesto,10
13913,want young women young men equally successful education therefore ensure training providers ofeducational training careers services includes improved understanding effect gender learning tackled,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
5831,give workers greater say running companies including employee elected directors medium larger companies,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
4140,increase family incomes,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
4040,sdf training equipment reflect,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
15594,ukip give pensioners choice age choose retire,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
4028,disaster,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
11777,conservatives believe passionately home ownership,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
12106,keeping family safe overriding priority,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
15334,national citizen service million,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
14333,also back retention video games tax relief,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
4725,address issue climate change,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
15008,attracted international events northern ireland giro italia irish open golf european mtv awards world police fire games,51903_201505,Democratic Unionist Party,201505,The Northern Ireland Plan,1
9912,allow planning appeals solely basis challenges year master plan,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
7906,protecting environment,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
2769,since cut costs unemployment saving billion last year,51320_200106,Labour Party,200106,Ambitions for Britain,3
5214,celebrity culture lifestyles rich create climate envy desire match,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
5465,carry checks give advice treatment people instance stressed obese inactive alcohol nicotine dependent,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
7637,need create route success per cent young people go traditional academic route,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
12849,reducing viability black shadow informal economy,51621_201505,Ulster Unionist Party,201505,"One day, one vote, one chance for change. Westminster Manifesto 2015",8
